35.4500	39.5351	38.2133	29.6930
35.5394	40.6402	38.2167	29.6887
35.3348	40.4776	37.8885	29.8880
35.3122	40.8720	38.7310	30.9143
35.6095	40.9174	38.6799	30.6012
35.9326	41.1298	38.9276	30.3435
35.4876	40.9594	38.3940	30.8910
36.3761	40.7343	38.7160	31.1916
35.8528	41.0058	38.6472	31.2026
36.3389	41.7858	38.8314	31.5528
36.2764	41.7879	39.1647	31.3970
36.8394	41.6678	38.6303	31.5382
37.3374	42.0768	39.4764	31.4056
37.1547	41.7007	38.9498	31.8758
36.9644	42.5408	38.9154	32.1569
37.5987	42.0449	39.0943	32.5823
37.6599	43.0303	39.6362	32.1184
37.1555	43.3128	39.3982	31.9618
37.9535	43.3618	40.1115	32.4692
38.3923	43.3200	39.5841	32.6712
37.6643	42.8692	39.7774	33.3422
37.8692	43.7346	39.7195	33.1985
38.8757	43.8127	40.2377	33.1121
38.8811	44.0661	40.6967	33.4629
38.8259	44.3000	39.9471	32.9721
39.0199	44.4155	40.0332	33.2800
38.5369	44.6724	41.0066	33.1318
39.4660	44.2537	40.7104	33.8602
39.0659	44.6674	40.9943	34.1924
39.2207	44.9016	41.2894	34.2905
39.0945	44.8126	40.8306	34.2478
38.8167	44.9512	40.6579	34.2495
39.5098	44.8938	41.2873	34.1535
39.1639	45.9213	40.7749	34.5115
39.1932	46.0580	41.0170	34.6325
39.6182	45.6950	41.1525	34.4756
39.0754	46.3666	41.7820	34.3466
39.4844	46.2470	41.9363	34.8587
39.8358	46.2988	42.0775	35.2592
39.1715	46.0639	42.0558	35.2476
39.3388	46.9180	42.0395	35.0520
39.2028	46.9164	41.7025	35.6792
39.6359	46.5609	42.3865	35.2842
39.3721	46.6776	42.3072	35.0586
39.2652	46.4478	42.0045	35.3362
39.8117	46.8032	42.6366	35.9840
40.0241	47.6022	42.0545	36.2373
39.5872	47.3111	42.1967	36.0207
39.5804	47.8028	42.0719	35.9314
39.9310	47.4171	42.2699	35.7917
40.3766	47.6684	42.9032	36.4842
40.2828	47.3543	42.4422	36.6027
40.0528	47.8879	42.4625	36.7341
40.4638	48.0849	42.6574	36.6626
39.8207	48.4919	42.6557	36.2507
39.9801	48.0764	43.2958	36.8493
40.0224	48.5339	43.4601	36.7003
39.9157	48.6224	42.8625	36.7771
40.1507	48.5040	43.3224	37.0925
40.2191	48.4462	43.8272	36.3605
40.4377	48.2773	43.0989	36.7231
40.2143	48.0925	44.0074	36.7066
40.0777	48.5429	44.0046	36.8496
40.9479	48.0825	43.7120	36.6802
41.0614	48.4986	44.2528	37.2460
40.8442	48.2736	43.5706	36.9719
40.5109	48.7978	43.6554	37.2003
40.5682	48.5316	43.5315	37.0730
41.0927	48.4505	43.9324	37.0633
40.9215	48.3943	44.0832	37.9597
41.2284	48.7730	44.1834	37.5384
40.7689	48.9565	44.4028	37.3720
40.6048	48.4844	44.6447	37.5157
41.5383	48.7301	44.1725	37.2950
41.2908	49.2945	44.1257	38.0893
41.4149	48.6531	44.4818	37.9505
41.6872	48.5575	44.9535	37.6523
41.5499	48.8042	44.3683	37.6874
41.7619	49.0817	45.1579	38.0142
41.7119	48.8732	45.2308	38.3105
41.6919	49.0744	44.4738	38.0708
41.9030	49.3552	44.8629	38.4151
42.3064	49.2060	44.9148	39.2732
42.4251	49.5986	45.2495	39.3465
42.1969	49.6925	45.8698	38.8839
42.5921	50.2393	46.6443	38.9836
42.0910	50.3102	46.8627	39.6247
42.6970	50.3866	46.3200	39.7533
42.0411	50.1664	46.9410	39.6537
42.0712	49.9385	47.4641	40.1404
43.0997	50.9484	47.1507	39.9504
43.0764	50.9833	48.2989	40.0836
43.2414	50.4054	48.7003	40.0816
43.2803	51.0428	48.8437	40.5067
43.4227	50.5713	49.1676	40.1496
42.9309	51.0396	49.5349	40.6695
43.8163	51.7133	49.0944	40.4518
43.5555	51.3583	49.3039	40.4038
44.4806	51.7695	49.7313	41.1874
44.3084	51.8754	50.2970	41.6882
45.2689	52.9397	50.0997	41.5370
44.8635	53.1518	50.2831	41.5803
45.4244	52.9817	51.1704	41.8186
45.2581	53.2438	51.6184	42.8472
46.0923	53.4334	51.3571	42.8392
46.3390	54.0117	52.1806	42.7989
46.6210	54.0750	52.2859	43.6378
47.0081	54.5317	52.5245	43.4704
47.7422	54.7829	52.5256	44.5211
47.6948	54.3350	52.3254	44.5824
47.5233	55.1155	52.5385	44.3726
48.2047	55.1392	53.4840	44.6804
48.8352	55.5426	53.5123	45.0975
48.7681	55.7767	53.8056	45.7211
49.0918	56.4950	53.9617	45.5613
49.5347	56.4300	53.8106	45.9051
49.3709	56.5207	54.5417	46.5505
49.7839	56.0134	53.9215	46.7434
49.8898	56.8478	54.1457	47.2870
50.1494	56.1744	54.2544	47.6652
50.4862	56.5649	54.7735	47.6813
50.4560	57.0618	54.3063	48.2090
50.5618	57.0659	54.7053	48.0926
50.7805	56.7229	54.4834	48.9402
51.3243	57.2215	54.5405	49.4484
51.2243	57.2817	54.6591	48.9648
51.2487	57.3842	55.3094	49.5430
50.8917	57.7572	54.6174	49.4513
51.2336	57.8910	54.6909	48.9503
51.8205	57.7263	55.7363	48.9488
52.0386	58.0049	55.0731	48.7705
52.0413	57.4637	55.8203	48.8919
51.8067	58.4662	55.2666	49.3342
52.0400	58.5894	55.2671	49.3535
51.8685	58.3945	55.4021	49.4544
51.8907	58.1617	55.8155	49.6737
52.4106	58.2505	55.8571	49.0438
52.2459	58.9861	55.6952	49.3129
52.2191	58.6612	55.5909	49.5467
52.3276	58.8466	56.2041	49.5723
52.9637	58.7664	55.8855	49.3053
52.7250	59.3146	56.5431	49.9269
52.7947	58.8819	56.6123	49.6868
52.8272	59.1150	56.7543	49.9757
53.4520	58.8352	56.9601	49.4271
53.4945	59.1040	56.6310	50.1999
53.2020	59.8775	56.2330	49.5942
53.5731	59.8927	57.0753	50.0200
53.2778	59.6583	56.5066	49.6306
53.5548	60.3135	56.9267	50.2763
